Shot Time,Shot Count,Energy meter,Energy counts,Hot Plate(C),f_i,Error f_i
239543967,31,54.54,57.7,60.54,1.00123730470023,0.00134229890091608
239544067,32,54.68,57.3,60.52,1.01081478565524,-0.00821050648093746
239544167,33,54.76,57.8,60.5,1.00353680047871,-0.000951272420331772
239544268,34,54.76,57.8,60.48,1.00353680047871,-0.000951272420331772
239544369,35,54.65,58.1,60.48,0.996349565825062,0.00621744492846554
239544469,36,54.68,58,60.5,0.998615296862847,0.00395755135590159
239544570,37,54.76,57.5,60.52,1.00877264465512,-0.00617362688513357
239544670,38,54.68,57.6,60.52,1.00555012531328,-0.0029594100930157
239544771,39,54.65,58.2,60.54,0.994637624990311,0.00792497509181878
239544872,40,54.74,57.9,60.56,1.00143768748296,0.00114243238755107
239544973,41,54.76,57.8,60.58,1.00353680047871,-0.000951272420331772
239545074,42,54.99,57.5,60.62,1.01300963713632,-0.0103997031120067
239545176,43,55.24,57.9,60.66,1.01058490786552,-0.00798122095198539
239545277,44,54.71,58.8,60.7,0.98556912689888,0.0169701089615772
239545379,45,55.07,57.6,60.74,1.01272211779449,-0.0101129245395459
239545479,46,54.76,58.5,60.76,0.991528667823405,0.0110259222923902
239545580,47,54.74,57.7,60.76,1.00490887530785,-0.00231981221422517
239545680,48,54.87,57.3,60.76,1.01432712671732,-0.0117137982920452
239545784,49,54.96,58.2,60.74,1.00027966824277,0.00229746808867992
239545886,50,55.01,58.2,60.72,1.00118967521898,0.00138980566881863
239545987,51,54.54,58.2,60.7,0.992635609642663,0.00992183241551314
239546088,52,55.01,57.5,60.68,1.01337807126512,-0.0107671880013003
239546189,53,54.93,58,60.66,1.00318102151932,-0.000596410095470512
239546289,54,54.96,58,60.64,1.00372890847809,-0.00114288546963492
239546390,55,54.6,58.5,60.64,0.988631578947368,0.0139155470629019
239546493,56,54.93,58.2,60.64,0.99973366405705,0.00284206554059663
239546639,57,54.96,57.8,60.66,1.00720201888805,-0.00460704770309417
239546733,58,54.87,58.1,60.68,1.00036048813945,0.0022168564176559
239546836,59,54.93,58,60.7,1.00318102151932,-0.000596410095470512
239546926,60,54.96,58.2,60.72,1.00027966824277,0.00229746808867992
239547059,61,54.87,57.7,60.74,1.00729539620281,-0.00470018443906728
239547104,62,54.87,57.7,60.76,1.00729539620281,-0.00470018443906728
239547200,63,55.1,58.1,60.78,1.0045537251045,-0.00196557702546296
239547303,64,54.93,58.3,60.8,0.998018855027792,0.00455245650879443
239547405,65,55.04,57.9,60.8,1.00692601971249,-0.00433175961617094
239547531,66,54.99,58.3,60.8,0.999108990314551,0.00346512986380132
239547630,67,54.57,57.6,60.8,1.0035272556391,-0.000941752172199273
239547721,68,54.9,58,60.8,1.00263313456054,-4.99347213058776E-05
239547816,69,55.15,58.2,60.8,1.00373769475234,-0.00115164910679222
239547910,70,54.85,58.2,60.8,0.998277652895124,0.00429432541237418
239548017,71,54.57,57.9,60.8,0.998327632552885,0.00424447452299326
239548130,72,55.07,58,60.8,1.00573782732694,-0.00314662850823888
239548238,73,55.07,58.2,60.8,1.00228168359042,0.000300610764985554
239548330,74,54.54,57.8,60.8,0.999505060228426,0.003070080390707
239548422,75,54.96,57.9,60.8,1.00546246445128,-0.00287197508184511
239548523,76,55.04,58,60.8,1.00518994036816,-0.00260015313407402
239548624,77,54.96,58.3,60.8,0.998563922671172,0.00400879318629777
239548725,78,54.57,57,60.8,1.0140907004353,-0.011477981142433
239548826,79,54.79,58,60.8,1.00062421571169,0.00195380831729797
239548928,80,55.01,57.7,60.8,1.00986549562815,-0.00726366221966623
239549029,81,54.96,58.1,60.8,1.00200131999534,0.000580252026870398
239549130,82,54.9,57.8,60.8,1.00610245336525,-0.00351031511826538
239549241,83,54.87,58.2,60.8,0.998641655685606,0.00393126044442971
239549340,84,54.93,57.8,60.8,1.00665223612665,-0.00405868141067978
239549443,85,55.07,58.3,60.8,1.00056250403023,0.00201536100381061
239549534,86,54.93,58.2,60.82,0.99973366405705,0.00284206554059663
239549640,87,54.79,58.1,60.84,0.99890197093422,0.00367161587613229
239549741,88,55.07,57.8,60.86,1.00921788901319,-0.00661772410861317
239549842,89,54.9,58.3,60.88,0.997473787384413,0.00509611983129099
239549943,90,54.76,58,60.9,1.00007632875292,0.0025002836914626
239550044,91,54.99,58.5,60.92,0.995693233082707,0.0068720866847799
239550146,92,54.96,58,60.94,1.00372890847809,-0.00114288546963492
239550247,93,54.87,57.7,60.96,1.00729539620281,-0.00470018443906728
239550348,94,54.93,58.3,60.96,0.998018855027792,0.00455245650879443
239550449,95,54.54,58.2,60.96,0.992635609642663,0.00992183241551314
239550550,96,54.82,57.7,60.94,1.0063775035509,-0.00378465666028172
239550651,97,54.74,57.8,60.92,1.00317027863777,-0.000585694892055288
239550752,98,54.85,58,60.92,1.00171998962925,0.000860857568968587
239550853,99,54.99,57.8,60.92,1.00775180164945,-0.00515541399550834
239550954,100,55.04,58.1,60.92,1.00345983720057,-0.000874507431605887
